customer_id,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type
4808-YNLEU,1,1,1,0,0,0,1,0,0,DSL
4811-JBUVU,1,1,0,0,0,1,0,1,1,Fiber Optic
4813-HQMGZ,1,1,0,0,0,1,0,1,1,Fiber Optic
4815-GBTCD,0,1,0,0,0,0,0,0,0,DSL
4815-TUMEQ,1,0,0,0,0,0,0,0,0,Sin servicio
4815-YOSUK,1,1,1,1,1,1,0,1,1,Fiber Optic
4816-JBHOV,1,1,0,0,0,0,0,0,0,Cable
4816-LXZYW,1,1,0,1,0,0,0,0,0,Fiber Optic
4816-OKWNX,1,1,0,1,1,1,1,1,1,Fiber Optic
4817-KEQSP,1,0,0,0,0,0,0,0,0,Sin servicio
4817-QRJSX,1,1,0,1,0,0,0,0,0,Fiber Optic
4817-VYYWS,1,1,0,1,0,0,1,1,1,Fiber Optic
4818-DRBQT,1,1,0,1,0,0,0,0,0,Fiber Optic
4818-QIUFN,1,1,1,0,0,0,0,0,0,Fiber Optic
4819-HJPIW,0,1,0,0,0,0,0,0,0,DSL
4821-SJHJV,1,1,1,0,0,0,1,0,0,Fiber Optic
4821-WQOYN,1,0,0,0,0,0,0,0,0,Sin servicio
4822-LPTYJ,1,1,0,1,1,0,1,1,1,Fiber Optic
4822-NGOCH,1,1,0,1,1,0,0,0,0,Fiber Optic
4822-RVYBB,1,1,0,0,1,0,1,1,0,Fiber Optic
4822-YCXMX,1,1,0,0,0,0,0,1,1,Fiber Optic
4824-GUCBY,1,1,1,1,0,0,0,0,0,Fiber Optic
4825-FUREZ,1,0,0,0,0,0,0,0,0,Sin servicio
4825-XJGDM,0,1,1,1,1,1,0,0,0,DSL
4826-DXMUP,1,1,0,0,0,1,1,1,1,DSL
4826-TZEVA,1,1,0,1,0,0,0,0,0,Fiber Optic
4826-XTSOH,1,1,0,0,0,0,1,0,0,Fiber Optic
4827-DPADN,1,1,1,0,1,1,1,1,1,Cable
4827-LTQRJ,1,1,1,1,0,1,1,1,0,Fiber Optic
4827-USJHP,1,1,0,1,0,0,0,0,0,DSL
4828-FAZPK,1,1,0,1,0,0,0,0,0,Fiber Optic
4829-AUOAX,1,1,0,0,0,0,1,1,1,Cable
4829-ZLJTK,1,1,1,1,1,0,1,1,0,Fiber Optic
4830-FAXFM,1,0,0,0,0,0,0,0,0,Sin servicio
4831-EOBFE,1,1,1,0,0,0,1,1,1,Fiber Optic
4832-VRBMR,1,1,0,1,1,0,1,1,1,Fiber Optic
4833-QTJNO,1,1,1,1,0,0,0,0,0,Fiber Optic
4835-YSJMR,1,1,0,0,0,1,0,0,0,DSL
4836-WNFNO,1,0,0,0,0,0,0,0,0,Sin servicio
4837-PZTIC,0,1,1,0,1,1,0,0,0,Cable
4837-QUSFT,1,1,1,1,0,1,1,0,0,Fiber Optic
4840-ORQXB,1,1,0,1,1,0,1,1,0,Fiber Optic
4844-JJWUY,1,1,0,1,0,0,0,1,1,Fiber Optic
4846-WHAFZ,1,1,0,0,0,0,0,0,0,Fiber Optic
4847-QNOKA,1,1,0,0,0,0,0,0,0,DSL
4847-TAJYI,1,1,0,0,0,0,1,1,0,Fiber Optic
4849-PYRLQ,1,1,1,0,1,1,0,1,0,DSL
4851-BQDNX,1,1,0,0,1,0,1,0,0,Fiber Optic
4853-OITSN,1,1,1,0,0,0,0,1,1,Fiber Optic
4853-RULSV,1,1,1,0,0,1,1,1,1,Fiber Optic
4854-CIDCF,1,1,0,0,1,0,0,0,0,Fiber Optic
4854-SSLTN,1,1,1,1,0,1,0,0,0,DSL
4855-SNKMY,1,1,0,0,0,0,0,0,0,DSL
4859-ZSRDZ,0,1,0,0,1,1,1,1,1,Cable
4860-IJUDE,1,1,1,0,0,0,0,0,0,Fiber Optic
4860-YZGZM,1,0,0,0,0,0,0,0,0,Sin servicio
4868-AADLV,1,1,1,1,1,1,1,1,0,Fiber Optic
4869-EPIUS,1,1,0,0,0,0,0,1,1,Fiber Optic
4871-JTKJF,1,1,0,0,0,0,0,0,0,Fiber Optic
4872-JCVCA,0,1,1,1,1,1,0,0,0,DSL
4872-VXRIL,1,1,1,1,0,1,0,0,0,DSL
4873-ILOLJ,1,1,0,0,0,0,1,1,1,Fiber Optic
4877-EVATK,1,0,0,0,0,0,0,0,0,Sin servicio
4877-TSOFF,1,1,1,1,0,1,0,1,1,DSL
4878-BUNFV,1,0,0,0,0,0,0,0,0,Sin servicio
4879-GZLFH,1,1,0,0,1,0,1,1,1,Fiber Optic
4881-GQJTW,1,0,0,0,0,0,0,0,0,Sin servicio
4881-JVQOD,0,1,0,0,0,0,0,1,0,Cable
4883-KCPZJ,1,0,0,0,0,0,0,0,0,Sin servicio
4883-QICIH,1,1,0,0,0,0,0,0,0,Fiber Optic
4884-LEVMQ,1,0,0,0,0,0,0,0,0,Sin servicio
4884-TVUQF,1,1,1,0,1,1,0,1,1,Fiber Optic
4884-ZTHVF,1,1,0,1,0,0,1,0,0,Fiber Optic
4890-VMUAV,1,1,1,1,1,1,0,0,0,DSL
4891-NLUBA,0,1,0,1,1,1,1,1,1,DSL
4892-VLANZ,1,0,0,0,0,0,0,0,0,Sin servicio
4893-GYUJU,1,0,0,0,0,0,0,0,0,Sin servicio
4895-TMWIR,1,0,0,0,0,0,0,0,0,Sin servicio
4896-CPRPF,1,0,0,0,0,0,0,0,0,Sin servicio
4897-QSUYC,1,0,0,0,0,0,0,0,0,Sin servicio
4900-MSOMT,1,1,1,1,1,1,1,0,0,DSL
4902-OHLSK,1,1,0,0,0,1,1,1,0,Fiber Optic
4903-CNOZC,1,1,0,1,1,0,0,1,1,DSL
4903-UYAVB,1,0,0,0,0,0,0,0,0,Sin servicio
4905-JEFDW,0,1,0,0,1,0,1,0,0,DSL
4906-ZHGPK,1,1,0,1,0,1,1,0,0,DSL
4908-XAXAY,1,1,0,1,1,0,0,1,0,Fiber Optic
4909-JOUPP,1,1,0,1,1,1,1,1,1,Fiber Optic
4910-AQFFX,1,1,0,0,1,0,0,0,0,Cable
4910-GMJOT,1,1,0,0,0,0,1,1,1,Fiber Optic
4911-BANWH,1,1,0,0,0,0,1,0,0,Fiber Optic
4912-PIGUY,1,1,0,0,0,0,1,0,0,Fiber Optic
4913-EHYUI,1,1,1,0,1,0,1,1,0,Fiber Optic
4915-BFSXL,1,1,1,0,1,0,1,0,0,DSL
4918-FYJNT,1,1,0,1,1,1,0,0,0,Fiber Optic
4918-QLLIW,1,1,0,0,0,0,1,0,1,DSL
4919-IKATY,1,1,1,0,1,0,0,0,0,Fiber Optic
4919-MOAVT,1,1,0,0,0,0,0,0,0,Fiber Optic
4922-CVPDX,1,1,0,1,1,0,1,1,1,DSL
4923-ADWXJ,1,1,0,1,0,1,0,1,1,DSL
4925-LMHOK,1,1,0,1,0,1,0,0,0,DSL
4926-UMJZD,1,1,0,0,0,1,0,0,0,DSL
4927-WWOOZ,1,1,0,0,1,0,1,0,0,Fiber Optic
4929-BSTRX,1,1,0,0,0,0,1,0,0,Cable
4929-ROART,1,1,1,0,0,0,0,0,0,Cable
4929-XIHVW,1,1,0,0,1,0,1,1,0,Fiber Optic
4931-TRZWN,1,1,1,0,0,0,1,1,1,DSL
4933-BSAIP,1,0,0,0,0,0,0,0,0,Sin servicio
4933-IKULF,1,0,0,0,0,0,0,0,0,Sin servicio
4936-YPJNK,1,0,0,0,0,0,0,0,0,Sin servicio
4937-QPZPO,1,1,0,0,1,0,1,1,1,Fiber Optic
4939-KYYPY,1,1,0,0,1,1,0,0,0,Cable
4940-KHCWD,0,1,1,1,0,1,0,0,0,Cable
4942-VZZOM,1,1,1,0,0,0,1,0,0,DSL
4945-RVMTE,1,1,0,0,1,0,1,0,0,Cable
4946-EDSEW,1,0,0,0,0,0,0,0,0,Sin servicio
4947-DSMXK,1,1,0,1,0,0,1,1,1,Fiber Optic
4948-WBBKL,1,1,0,0,0,0,0,0,0,Fiber Optic
4950-BDEUX,0,1,0,0,1,0,1,1,1,DSL
4950-HKQTE,1,0,0,0,0,0,0,0,0,Sin servicio
4951-UKAAQ,1,1,0,1,0,0,0,1,1,Fiber Optic
4952-YSOGZ,1,1,0,0,0,0,0,1,1,Fiber Optic
4955-VCWBI,1,0,0,0,0,0,0,0,0,Sin servicio
4957-SREEC,1,0,0,0,0,0,0,0,0,Sin servicio
4957-TIALW,1,1,1,1,1,1,0,0,1,Cable
4957-TREIR,1,1,1,0,0,1,1,0,0,DSL
4958-GZWIY,1,1,0,0,1,0,0,0,0,DSL
4958-XCBDQ,1,1,0,0,1,0,1,1,0,Fiber Optic
4959-JOSRX,1,1,0,0,0,0,0,0,0,Cable
4962-CHQPW,1,0,0,0,0,0,0,0,0,Sin servicio
4967-WPNCF,0,1,1,1,1,1,1,1,1,Cable
4971-PUYQO,1,1,0,0,0,0,1,1,1,Fiber Optic
4973-MGTON,1,1,1,1,1,1,1,1,1,DSL
4973-RLZVI,1,1,1,1,1,1,1,0,0,DSL
4976-LNFVV,0,1,0,1,1,0,0,0,0,DSL
4979-HPRFL,1,0,0,0,0,0,0,0,0,Sin servicio
4980-URKXC,1,0,0,0,0,0,0,0,0,Sin servicio
4981-FLTMF,1,1,1,1,0,1,0,0,0,DSL
4983-CCWMC,1,1,0,0,0,0,0,0,0,Fiber Optic
4983-CLMLV,1,1,0,1,0,1,1,1,1,Fiber Optic
4986-MXSFP,1,0,0,0,0,0,0,0,0,Sin servicio
4987-GQWPO,0,1,0,0,0,0,0,0,0,DSL
4988-IQIGL,1,1,0,0,0,0,0,0,0,Fiber Optic
4989-LIXVT,1,1,0,1,1,0,0,1,0,Fiber Optic
4990-ALDGW,1,0,0,0,0,0,0,0,0,Sin servicio
4992-LTJNE,1,1,1,0,0,0,0,0,0,DSL
4993-JCRGJ,1,1,0,0,1,1,0,0,0,Fiber Optic
4994-OBRSZ,1,1,1,1,1,1,0,1,1,Cable
4998-IKFSE,1,1,0,0,1,0,1,1,1,Fiber Optic
4999-IEZLT,0,1,0,0,0,1,0,0,0,Cable
5002-GCQFH,1,1,1,1,0,0,1,0,0,Fiber Optic
5003-OKNNK,1,0,0,0,0,0,0,0,0,Sin servicio
5003-XZWWO,1,1,0,1,1,1,1,1,1,DSL
5006-MXVRN,1,0,0,0,0,0,0,0,0,Sin servicio
5010-IPEAQ,0,1,1,1,1,1,1,0,0,Cable
5012-YSPJJ,1,1,0,0,1,1,0,0,0,DSL
5013-SBUIH,1,1,1,1,0,1,1,1,1,Fiber Optic
5014-GSOUQ,1,0,0,0,0,0,0,0,0,Sin servicio
5014-WUQMG,1,1,1,1,1,0,0,1,1,Fiber Optic
5016-ETTFF,0,1,0,0,1,0,0,0,0,DSL
5016-IBERQ,1,1,0,1,1,0,0,0,0,Fiber Optic
5016-LIPDW,1,0,0,0,0,0,0,0,0,Sin servicio
5018-GWURO,1,1,0,0,0,0,1,0,0,Fiber Optic
5018-HEKFO,1,0,0,0,0,0,0,0,0,Sin servicio
5018-LXQQG,1,1,1,0,0,1,0,1,1,DSL
5019-GQVCR,1,1,0,0,0,0,1,0,0,Fiber Optic
5020-ZSTTY,1,1,1,1,0,1,1,1,1,DSL
5022-JNQEQ,1,1,0,0,0,1,0,0,0,Fiber Optic
5022-KVDQT,1,1,0,0,1,0,0,0,0,Fiber Optic
5025-GOOKI,1,0,0,0,0,0,0,0,0,Sin servicio
5027-QPKTE,1,1,0,0,0,0,0,0,0,Fiber Optic
5027-XWQHA,1,1,0,0,0,0,0,0,0,Cable
5027-YOCXN,1,1,1,1,0,1,1,1,1,Fiber Optic
5028-GZLDO,1,1,0,0,0,0,0,0,0,Fiber Optic
5028-HTLJB,1,0,0,0,0,0,0,0,0,Sin servicio
5032-MIYKT,1,1,0,0,0,0,0,0,1,Fiber Optic
5032-USPKF,1,1,1,1,1,0,1,1,1,DSL
5035-BVCXS,1,1,0,1,0,0,0,0,0,Fiber Optic
5035-PGZXH,1,1,0,1,1,0,1,1,1,Fiber Optic
5038-ETMLM,1,1,1,1,1,1,1,1,1,Fiber Optic
5039-LZRQT,1,0,0,0,0,0,0,0,0,Sin servicio
5043-TRZWM,1,1,0,0,1,0,0,0,0,Fiber Optic
5044-LRQAQ,1,1,0,0,0,0,0,0,0,Fiber Optic
5044-XDPYX,1,0,0,0,0,0,0,0,0,Sin servicio
5046-NUHWD,0,1,1,0,1,0,0,1,0,Cable
5047-LHVLY,1,1,0,0,1,0,0,0,0,Cable
5049-GLYVG,1,0,0,0,0,0,0,0,0,Sin servicio
5049-MUBWG,1,1,1,0,0,1,1,1,1,DSL
5052-PNLOS,1,1,0,1,1,0,1,1,1,Fiber Optic
5054-IEXZT,1,1,0,1,0,0,0,0,0,Fiber Optic
5055-BRMNE,1,1,1,0,0,1,1,1,1,Fiber Optic
5055-MGMGF,1,1,1,0,1,0,1,1,1,Fiber Optic
5056-FIMPT,1,1,1,1,0,1,1,1,1,Fiber Optic
5057-LCOUI,0,1,0,0,1,0,1,1,1,DSL
5057-RKGLH,1,0,0,0,0,0,0,0,0,Sin servicio
5060-TQUQN,1,1,0,1,0,1,0,0,1,Fiber Optic
5061-PBXFW,1,1,1,1,0,1,0,0,0,DSL
5062-CJJKH,1,1,0,1,1,0,0,0,0,DSL
5063-IUOKK,1,0,0,0,0,0,0,0,0,Sin servicio
5066-GFJMM,1,0,0,0,0,0,0,0,0,Sin servicio
5067-DGXLL,1,0,0,0,0,0,0,0,0,Sin servicio
5067-WJEUN,1,1,1,1,0,0,0,0,0,Cable
5067-XJQFU,1,1,0,1,1,1,1,1,0,Fiber Optic
5071-FBJFS,1,1,1,0,0,0,0,0,0,Cable
5073-RZGBK,1,1,1,1,1,1,0,1,1,DSL
5073-WXOYN,0,1,0,1,0,0,1,1,1,Cable
5074-FBGHB,1,1,0,0,1,1,1,1,1,Fiber Optic
5075-JSDKI,1,0,0,0,0,0,0,0,0,Sin servicio
5076-YVXCM,1,1,0,0,0,0,0,1,1,Fiber Optic
5077-DXTCG,1,1,0,0,0,0,0,0,0,Cable
5081-NWSUP,1,1,0,1,0,1,0,1,1,DSL
5084-OOVCJ,1,1,1,0,0,1,0,0,0,DSL
5087-SUURX,0,1,0,0,1,0,1,0,0,Cable
5088-QZLRL,1,0,0,0,0,0,0,0,0,Sin servicio
5089-IFSDP,1,1,1,1,1,0,1,1,1,Fiber Optic
5090-EMGTC,1,1,0,1,0,1,1,1,1,Fiber Optic
5091-HFAZW,1,1,1,1,0,0,1,0,0,Fiber Optic
5092-STPKP,1,1,1,0,0,1,0,0,0,DSL
5093-FEGLU,1,0,0,0,0,0,0,0,0,Sin servicio
5095-AESKG,1,1,0,1,0,0,0,1,1,Fiber Optic
5095-ETBRJ,1,1,1,1,0,1,0,0,0,DSL
5099-BAILX,1,1,0,1,1,1,1,1,0,Fiber Optic
5103-MHMHY,1,1,0,0,0,0,0,0,0,Cable
5108-ADXWO,1,1,1,0,0,0,0,0,0,Fiber Optic
5110-CHOPY,0,1,1,0,1,0,1,1,1,Cable
5115-GZDEL,0,1,1,1,1,1,1,1,1,Cable
5115-SQAAU,1,0,0,0,0,0,0,0,0,Sin servicio
5117-IFGPS,1,1,0,0,0,0,0,1,1,Fiber Optic
5117-ZSMHQ,1,1,1,1,1,1,1,1,1,DSL
5118-MUEYH,1,1,0,1,0,1,1,1,1,Fiber Optic
5119-KEPFY,1,1,0,0,0,0,1,1,1,Fiber Optic
5119-NZPTV,1,1,0,0,0,0,0,0,0,Fiber Optic
5120-ZBLAI,1,1,0,0,1,0,1,1,1,DSL
5122-CYFXA,1,1,0,1,0,1,1,1,1,DSL
5124-EOGYE,1,0,0,0,0,0,0,0,0,Sin servicio
5125-CNDSP,0,1,1,1,0,1,0,0,0,DSL
5126-RCXYW,0,1,0,0,1,1,0,1,1,DSL
5127-BZENZ,1,1,1,0,0,0,1,0,0,DSL
5129-HHMZC,1,1,1,1,0,1,1,1,1,Cable
5129-JLPIS,1,1,1,0,1,1,1,1,1,Fiber Optic
5130-IEKQT,1,1,0,1,1,0,1,1,0,Fiber Optic
5130-YPIRV,1,1,1,1,1,0,1,0,0,Cable
5131-PONJI,1,1,0,1,1,0,1,0,0,Fiber Optic
5133-POWUA,1,1,0,0,0,0,0,0,0,Cable
5133-VRSAB,0,1,1,0,0,0,0,0,0,Cable
5134-IKDAY,1,1,0,0,0,0,0,0,0,Fiber Optic
5135-GRQJV,1,1,1,1,1,1,1,1,1,Fiber Optic
5135-RDDQL,1,1,1,0,0,0,0,0,0,DSL
5136-GFPMB,1,1,0,0,1,0,0,1,1,Fiber Optic
5136-KCKGI,1,1,1,0,1,0,1,1,1,Fiber Optic
5136-RGMZO,1,1,0,1,0,1,1,0,0,Cable
5138-WVKYJ,1,1,1,0,0,0,1,1,1,Fiber Optic
5140-FOMCQ,1,1,1,1,1,0,1,1,1,Fiber Optic
5141-ZUVBH,1,1,1,0,1,1,0,1,1,Fiber Optic
5143-EGQFK,0,1,0,0,0,1,0,0,0,Cable
5143-WMWOG,1,0,0,0,0,0,0,0,0,Sin servicio
5144-PQCDZ,1,0,0,0,0,0,0,0,0,Sin servicio
5144-TVGLP,1,1,0,0,0,0,1,1,0,Fiber Optic
5146-CBVOE,1,1,0,1,0,0,0,0,0,Fiber Optic
5146-YYFRZ,1,0,0,0,0,0,0,0,0,Sin servicio
5148-HKFIR,1,0,0,0,0,0,0,0,0,Sin servicio
5148-ORICT,1,1,1,1,1,1,0,1,1,Cable
5149-CUZUJ,1,1,0,1,1,1,1,0,0,Fiber Optic
5149-QYTTU,1,1,1,1,1,1,0,0,0,Fiber Optic
5149-TGWDZ,1,1,0,1,1,1,1,1,1,Fiber Optic
5150-ITWWB,1,1,0,0,0,0,1,1,1,Fiber Optic
5150-LJNSR,1,1,1,0,1,0,1,0,0,Fiber Optic
5151-HQRDG,1,1,1,0,0,0,0,0,0,DSL
5153-LXKDT,1,1,1,1,1,0,1,1,1,Fiber Optic
5153-RTHKF,1,1,0,0,0,0,1,0,0,Fiber Optic
5154-VEKBL,0,1,1,0,1,1,1,1,1,Cable
5155-AZQPB,1,1,0,0,0,0,0,0,0,DSL
5156-UMKOW,0,1,0,1,0,0,0,0,0,DSL
5158-RIVOP,1,0,0,0,0,0,0,0,0,Sin servicio
5159-YFPKQ,1,1,0,0,1,0,0,0,0,Fiber Optic
5160-UXJED,1,1,0,0,0,0,0,0,0,Cable
5161-UBZXI,1,1,1,1,0,1,1,1,1,Fiber Optic
5161-XEUVX,1,1,0,0,1,1,1,0,0,Fiber Optic
5167-GBFRE,0,1,0,0,0,0,0,0,0,DSL
5167-ZFFMM,1,1,0,1,0,0,0,1,1,Fiber Optic
5168-MQQCA,1,1,0,1,1,1,1,1,1,Fiber Optic
5168-MSWXT,1,1,0,0,1,0,1,1,1,Fiber Optic
5170-PTRKA,0,1,1,0,0,1,0,0,0,Cable
5171-EPLKN,1,0,0,0,0,0,0,0,0,Sin servicio
5172-MIGPM,1,1,0,0,0,1,0,1,1,Cable
5172-RKOCB,1,1,1,1,0,1,1,1,1,Fiber Optic
5173-WXOQV,1,1,0,1,0,1,0,1,1,DSL
5173-ZXXXL,1,0,0,0,0,0,0,0,0,Sin servicio
5174-ITUMV,1,1,0,1,1,0,1,1,1,Fiber Optic
5174-RNGBH,1,1,0,1,0,1,1,0,0,Cable
5175-AOBHI,1,1,0,0,0,0,0,0,0,Cable
5175-WLYXL,1,1,0,1,0,0,0,0,0,Fiber Optic
5176-LDKUH,1,1,0,1,0,0,0,0,0,Fiber Optic
5176-LMJXE,1,0,0,0,0,0,0,0,0,Sin servicio
5176-OLSKT,1,1,1,1,1,0,0,0,0,DSL
5177-RVZNU,1,0,0,0,0,0,0,0,0,Sin servicio
5178-LMXOP,1,1,0,0,0,0,1,1,0,Fiber Optic
5180-UCIIQ,0,1,1,0,0,0,0,1,0,Cable
5181-OABFK,1,1,1,1,1,0,0,0,0,Cable
5183-KLYEM,1,1,1,1,1,1,1,1,1,Fiber Optic
5183-SNMJQ,1,1,0,0,0,1,1,1,1,Fiber Optic
5186-EJEGL,1,1,1,0,1,1,1,0,1,DSL
5186-PEIZU,1,0,0,0,0,0,0,0,0,Sin servicio
5186-SAMNZ,1,1,0,0,0,0,0,0,0,Fiber Optic
5188-HGMLP,1,1,0,0,0,0,0,0,0,Fiber Optic
5192-EBGOV,1,1,0,0,0,0,1,0,0,Fiber Optic
5193-QLVZB,1,1,0,1,1,0,1,1,1,Fiber Optic
5195-KPUNQ,1,1,1,1,0,1,0,1,1,Fiber Optic
5196-SGOAK,1,1,0,1,0,0,0,0,0,Fiber Optic
5196-WPYOW,1,1,1,1,0,1,0,0,0,Cable
5197-LQXXH,1,1,0,1,1,1,1,1,1,DSL
5197-PYEPU,1,1,1,1,0,0,1,0,0,Fiber Optic
5197-YPYBZ,1,0,0,0,0,0,0,0,0,Sin servicio
5198-EFNBM,1,1,0,1,1,0,1,0,0,Fiber Optic
5198-HQAEN,1,1,0,1,0,1,1,0,0,Fiber Optic
5199-FPUSP,0,1,1,0,0,1,0,0,0,Cable
5201-CBWYG,1,0,0,0,0,0,0,0,0,Sin servicio
5201-FRKKS,1,1,1,0,0,0,0,0,0,Fiber Optic
5201-USSQZ,1,1,0,0,0,1,0,1,1,Fiber Optic
5202-IVJNU,0,1,0,0,1,0,0,0,0,DSL
5203-XEHAX,1,1,1,1,0,0,0,1,1,DSL
5204-HMGYF,1,1,1,1,1,1,1,1,1,DSL
5204-QZXPU,0,1,0,0,1,0,1,0,0,DSL
5206-HPJKM,1,1,1,1,0,0,0,0,0,DSL
5206-XZZQI,1,1,0,1,0,1,0,0,0,Fiber Optic
5207-PLSTK,1,1,1,0,0,0,0,0,0,DSL
5208-FVQKB,1,1,1,1,0,1,0,1,1,DSL
5208-HFSBT,1,1,0,1,0,1,0,0,0,DSL
5213-TWWJU,1,1,0,0,1,1,0,1,1,Fiber Optic
5214-CHIWJ,1,0,0,0,0,0,0,0,0,Sin servicio
5214-NLTIT,1,1,0,0,1,0,0,1,1,Fiber Optic
5215-LNLDJ,0,1,0,0,0,0,0,0,1,DSL
5216-WASFJ,1,1,0,0,0,0,0,1,1,Fiber Optic
5219-YIPTK,1,1,0,1,1,0,1,1,1,Fiber Optic
5220-AGAAX,1,0,0,0,0,0,0,0,0,Sin servicio
5222-IMUKT,1,1,0,0,0,0,1,1,1,Fiber Optic
5222-JCXZT,1,0,0,0,0,0,0,0,0,Sin servicio
5223-UZAVK,1,1,1,1,0,0,1,1,1,Fiber Optic
5226-NOZFC,1,1,0,1,0,0,1,0,0,Fiber Optic
5227-JSCFE,0,1,1,1,1,1,0,0,0,DSL
5228-EXCET,1,1,0,0,0,0,0,1,1,Fiber Optic
5229-DTFYB,1,1,0,1,0,1,1,1,1,Fiber Optic
5229-PRWKT,1,1,0,0,0,0,0,1,1,Fiber Optic
5231-FIQPA,1,0,0,0,0,0,0,0,0,Sin servicio
5232-NXPAY,1,1,0,0,1,1,1,1,1,DSL
5233-AOZUF,1,1,0,0,0,0,0,0,0,Fiber Optic
5233-GEEAX,0,1,0,0,1,0,0,0,0,DSL
5236-PERKL,1,1,1,1,1,0,1,1,1,Fiber Optic
5236-XMZJY,1,1,1,1,1,0,0,0,0,Cable
5240-CAOYT,1,1,1,1,0,1,0,0,0,Fiber Optic
5240-IJOQT,1,1,0,0,0,0,0,0,0,Fiber Optic
5242-UOWHD,1,0,0,0,0,0,0,0,0,Sin servicio
5243-SAOTC,1,1,0,1,0,0,0,0,0,Fiber Optic
5244-IRFIH,1,1,0,0,0,0,1,1,0,Fiber Optic
5245-VDBUR,0,1,1,0,1,0,0,0,0,DSL
5248-KWLAR,1,1,1,1,1,1,1,1,1,DSL
5248-RPYWW,1,1,1,1,1,1,1,1,0,Cable
5248-YGIJN,1,1,1,1,1,1,1,1,1,DSL
5249-QYHEX,1,0,0,0,0,0,0,0,0,Sin servicio
5256-SKJGO,0,1,0,1,0,1,1,1,1,DSL
5260-UMPWX,1,0,0,0,0,0,0,0,0,Sin servicio
5261-QSHQM,0,1,0,0,0,0,0,0,0,DSL
5266-PFRQK,1,0,0,0,0,0,0,0,0,Sin servicio
5268-DSMNQ,1,1,0,1,1,0,1,0,0,Fiber Optic
5269-NRGDP,1,1,0,0,1,1,1,1,1,DSL
5271-DBYSJ,1,1,0,0,0,0,0,1,1,Fiber Optic
5271-YNWVR,1,1,1,1,1,1,1,1,1,Fiber Optic
5274-XHAKY,1,1,1,1,0,0,1,0,0,Fiber Optic
5275-PMFUT,0,1,1,1,1,1,1,1,1,DSL
5275-SQEIZ,1,1,0,0,0,0,0,1,1,Fiber Optic
5276-KQWHG,1,1,0,0,0,0,0,0,0,Fiber Optic
5277-ZLOOR,1,1,0,0,0,0,1,0,0,Fiber Optic
5278-PNYOX,1,1,0,0,1,1,1,1,1,Fiber Optic
5281-BUZGT,1,1,1,0,0,0,1,0,0,Fiber Optic
5285-MVEHD,1,1,1,1,1,0,1,1,1,Fiber Optic
5286-YHCVC,1,1,0,1,1,0,1,1,1,Fiber Optic
5287-QWLKY,1,1,1,1,0,0,1,1,1,Fiber Optic
5288-AHOUP,1,1,0,0,0,0,0,1,1,Fiber Optic
5293-WXJAK,1,1,0,0,1,1,1,1,0,Fiber Optic
5294-CDGWY,0,1,1,1,1,0,1,1,1,DSL
5294-DMSFH,1,1,0,0,0,0,1,1,1,Fiber Optic
5294-IMHHT,1,1,0,1,0,1,0,1,1,Fiber Optic
5295-PCJOO,1,1,1,0,0,0,0,0,0,Cable
5296-BFCYD,1,0,0,0,0,0,0,0,0,Sin servicio
5296-PSYVW,1,0,0,0,0,0,0,0,0,Sin servicio
5297-MDOIR,1,1,1,0,1,0,0,0,1,Fiber Optic
5298-GSTLM,1,1,1,0,0,0,1,1,0,Fiber Optic
5299-RULOA,1,1,1,0,0,0,1,1,1,Fiber Optic
5299-SJCZT,1,1,0,0,1,0,1,1,1,Fiber Optic
5301-GAUUY,1,1,0,1,0,0,0,0,0,Fiber Optic
5302-BDJNT,1,1,0,0,1,1,1,0,0,Fiber Optic
5304-EFJLP,1,1,0,1,1,1,1,1,1,Fiber Optic
5306-BVTKJ,1,1,0,1,1,0,0,0,1,DSL
5307-DZCVC,1,1,0,0,0,0,1,0,0,Fiber Optic
5307-UVGNB,0,1,1,1,1,0,0,1,1,Cable
5309-TAIKL,1,1,0,0,1,1,0,1,1,DSL
5310-NOOVA,1,0,0,0,0,0,0,0,0,Sin servicio
5311-IHLEI,0,1,1,1,0,1,1,0,0,DSL
5312-IRCFR,1,1,0,1,1,0,0,1,1,Fiber Optic
5312-TSZVC,1,0,0,0,0,0,0,0,0,Sin servicio
5312-UXESG,1,1,0,0,1,0,1,1,1,Fiber Optic
5313-FPXWG,1,0,0,0,0,0,0,0,0,Sin servicio
5315-CKEQK,1,1,0,0,0,0,0,0,0,DSL
5317-FLPJF,0,1,1,0,1,1,1,1,1,DSL
5318-IXUZF,1,1,0,1,0,0,1,0,0,Fiber Optic
5318-YKDPV,1,1,1,0,1,1,1,1,1,DSL
5320-BRKGK,1,1,1,0,1,1,1,0,0,DSL
5321-NTRKC,1,1,0,1,1,0,1,1,1,DSL
5322-TEUJK,1,1,1,1,1,1,1,1,1,Fiber Optic
5322-ZSMZY,1,0,0,0,0,0,0,0,0,Sin servicio
5324-KTGCG,1,0,0,0,0,0,0,0,0,Sin servicio
5325-UWTWJ,1,1,1,1,0,1,0,0,0,Fiber Optic
5327-CNLUQ,1,1,1,1,1,0,1,0,0,Fiber Optic
5327-XOKKY,1,1,0,0,1,0,1,1,1,Cable
5329-KRDTM,1,1,0,1,1,1,1,0,0,DSL
5331-RGMTT,1,1,0,0,1,0,1,1,0,Fiber Optic
