customer_id,city,zip_code,total_population,latitude,longitude
4926-UMJZD,Mt Baldy,91759,47,34.231318,-117.662032
4927-WWOOZ,Pacific Grove,93950,15449,36.618337,-121.926417
4929-BSTRX,Oxnard,93030,79736,34.223244,-119.18012
4929-ROART,Ukiah,95482,30988,39.134075,-123.23422
4929-XIHVW,Los Angeles,90034,58218,34.030578,-118.399613
4931-TRZWN,Hornbrook,96044,1026,41.962127,-122.527696
4933-BSAIP,Northridge,91324,25751,34.238208,-118.55029
4933-IKULF,Pinon Hills,92372,4280,34.459322,-117.629729
4936-YPJNK,Rosamond,93560,14931,34.903052,-118.411251
4937-QPZPO,Snelling,95369,1158,37.521708,-120.426843
4939-KYYPY,Coleville,96107,1332,38.42528,-119.475741
4940-KHCWD,Downey,90240,24908,33.956228,-118.120993
4942-VZZOM,Tupman,93276,236,35.316263,-119.402559
4945-RVMTE,Blocksburg,95514,199,40.309088,-123.668201
4946-EDSEW,Compton,90221,51387,33.885811,-118.206459
4947-DSMXK,Farmersville,93223,8644,36.29878,-119.201028
4948-WBBKL,Dunnigan,95937,19,38.931425,-121.946081
4950-BDEUX,Apple Valley,92308,28819,34.424926,-117.184503
4950-HKQTE,Morro Bay,93442,10909,35.369553,-120.763864
4951-UKAAQ,Inglewood,90302,30779,33.975332,-118.355252
4952-YSOGZ,San Diego,92129,47224,32.961064,-117.134917
4955-VCWBI,Markleeville,96120,957,38.735789,-119.85798
4957-SREEC,Fallbrook,92028,42239,33.362575,-117.299644
4957-TIALW,Corona,92880,16998,33.918043,-117.617809
4957-TREIR,Stratford,93266,1729,36.175255,-119.813805
4958-GZWIY,North Palm Springs,92258,732,33.906496,-116.569499
4958-XCBDQ,Victorville,92394,12083,34.567058,-117.362329
4959-JOSRX,La Puente,91744,84965,34.031441,-117.936436
4962-CHQPW,Greenville,95947,2064,40.160386,-120.835428
4967-WPNCF,Huron,93234,6918,36.217864,-120.080117
4971-PUYQO,San Diego,92109,46086,32.787836,-117.232376
4973-MGTON,Topaz,96133,116,38.636052,-119.489162
4973-RLZVI,Hornbrook,96044,1026,41.962127,-122.527696
4976-LNFVV,Daly City,94015,63337,37.680844,-122.48131
4979-HPRFL,Garden Grove,92841,31428,33.786738,-117.982564
4980-URKXC,Fort Irwin,92310,9465,35.349241,-116.770281
4981-FLTMF,Springville,93265,3546,36.245926,-118.693138
4983-CCWMC,Creston,93432,1203,35.480896,-120.469476
4983-CLMLV,Escondido,92027,48690,33.141265,-116.967221
4986-MXSFP,San Leandro,94579,19815,37.687264,-122.15728
4987-GQWPO,Huntington Beach,92647,58764,33.723579,-118.005441
4988-IQIGL,Canoga Park,91304,49242,34.224377,-118.632656
4989-LIXVT,Santa Monica,90404,19975,34.026334,-118.474222
4990-ALDGW,Los Angeles,90033,49431,34.050198,-118.210946
4992-LTJNE,Cantua Creek,93608,1766,36.488056,-120.407691
4993-JCRGJ,Holtville,92250,8062,32.811001,-115.152865
4994-OBRSZ,Weed,96094,5896,41.465121,-122.380947
4998-IKFSE,Phelan,92371,12463,34.441123,-117.537886
4999-IEZLT,Susanville,96130,19440,40.559177,-120.612113
5002-GCQFH,Hercules,94547,22479,37.991259,-122.214945
5003-OKNNK,Hoopa,95546,3041,41.163637,-123.704841
5003-XZWWO,Capistrano Beach,92624,7465,33.458754,-117.665104
5006-MXVRN,Keyes,95328,2130,37.555631,-120.911653
5010-IPEAQ,Escalon,95320,11474,37.818543,-121.006907
5012-YSPJJ,Nubieber,96068,240,41.082472,-121.195215
5013-SBUIH,Stockton,95202,7071,37.959706,-121.287669
5014-GSOUQ,Grass Valley,95945,23990,39.194539,-120.988066
5014-WUQMG,Hornbrook,96044,1026,41.962127,-122.527696
5016-ETTFF,Los Angeles,90016,46984,34.028331,-118.354338
5016-IBERQ,Simi Valley,93063,49027,34.296813,-118.685703
5016-LIPDW,Stanford,94305,13386,37.424342,-122.165641
5018-GWURO,Novato,94949,13361,38.067204,-122.524004
5018-HEKFO,Rowland Heights,91748,46342,33.976753,-117.897367
5018-LXQQG,Torrance,90505,34873,33.807882,-118.347957
5019-GQVCR,Westlake Village,91361,18735,34.130992,-118.894673
5020-ZSTTY,San Diego,92122,34902,32.85723,-117.209774
5022-JNQEQ,Esparto,95627,2756,38.834469,-122.127193
5022-KVDQT,Woodland Hills,91364,25988,34.153733,-118.593408
5025-GOOKI,San Geronimo,94963,548,38.00474,-122.663717
5027-QPKTE,Modesto,95350,52872,37.671806,-121.007575
5027-XWQHA,Ukiah,95482,30988,39.134075,-123.23422
5027-YOCXN,Cardiff By The Sea,92007,10375,33.015866,-117.272254
5028-GZLDO,Moraga,94556,16510,37.827946,-122.107185
5028-HTLJB,New Cuyama,93254,798,34.956577,-119.750142
5032-MIYKT,Weott,95571,270,40.310119,-123.909449
5032-USPKF,Indio,92203,2743,33.752938,-116.230055
5035-BVCXS,Loyalton,96118,1822,39.637471,-120.226338
5035-PGZXH,Chico,95926,35808,39.745712,-121.84333
5038-ETMLM,Sacramento,95823,72199,38.475465,-121.443625
5039-LZRQT,Mountain Center,92561,1500,33.638645,-116.55783
5043-TRZWM,Los Angeles,90022,68701,34.02381,-118.156582
5044-LRQAQ,Ladera Ranch,92694,350,33.569186,-117.640055
5044-XDPYX,Chico,95973,26971,39.903272,-121.843567
5046-NUHWD,Hacienda Heights,91745,53686,33.998471,-117.973758
5047-LHVLY,San Diego,92121,4258,32.898613,-117.202937
5049-GLYVG,Badger,93603,273,36.64545,-118.924982
5049-MUBWG,Carmel By The Sea,93921,2966,36.554618,-121.922239
5052-PNLOS,Echo Lake,95721,69,38.851842,-120.076204
5054-IEXZT,San Diego,92117,51213,32.825086,-117.199424
5055-BRMNE,Friant,93626,1125,37.027663,-119.69056
5055-MGMGF,Half Moon Bay,94019,17929,37.45567,-122.407992
5056-FIMPT,Sacramento,95824,30580,38.517295,-121.439819
5057-LCOUI,Nipomo,93444,15405,35.050345,-120.489599
5057-RKGLH,Daggett,92327,678,34.875144,-116.821698
5060-TQUQN,Rancho Cucamonga,91701,39064,34.132275,-117.611478
5061-PBXFW,San Jose,95129,37570,37.305622,-122.000887
5062-CJJKH,Burbank,91505,29245,34.174215,-118.345928
5063-IUOKK,Santa Barbara,93111,16477,34.460197,-119.802602
5066-GFJMM,Eureka,95501,23224,40.796621,-124.15428
5067-DGXLL,Alleghany,95910,118,39.467828,-120.841386
5067-WJEUN,Bakersfield,93308,44915,35.559617,-118.925185
5067-XJQFU,Los Angeles,90067,2527,34.057496,-118.413959
5071-FBJFS,Redding,96001,31586,40.587919,-122.464732
5073-RZGBK,West Sacramento,95691,19050,38.627951,-121.593287
5073-WXOYN,Belmont,94002,25566,37.509366,-122.306132
5074-FBGHB,Freedom,95019,4753,36.936228,-121.785559
5075-JSDKI,Woodbridge,95258,4176,38.169605,-121.310964
5076-YVXCM,Tupman,93276,236,35.316263,-119.402559
5077-DXTCG,Challenge,95925,262,39.461768,-121.195825
5081-NWSUP,San Jose,95122,59841,37.32886,-121.834567
5084-OOVCJ,Canyon Dam,95923,86,40.171312,-121.120605
5087-SUURX,Yorba Linda,92887,20893,33.884073,-117.732197
5088-QZLRL,Corona,92881,21911,33.833686,-117.513063
5089-IFSDP,Huntington Beach,92647,58764,33.723579,-118.005441
5090-EMGTC,Beverly Hills,90210,21397,34.099891,-118.414338
5091-HFAZW,Santa Fe Springs,90670,16271,33.933565,-118.062611
5092-STPKP,Platina,96076,215,40.367964,-122.937379
5093-FEGLU,San Francisco,94105,2066,37.789168,-122.395009
5095-AESKG,Sausalito,94965,11213,37.848641,-122.515692
5095-ETBRJ,Lakeport,95453,11180,39.080469,-122.955176
5099-BAILX,Santa Barbara,93101,31727,34.419203,-119.710008
5103-MHMHY,Los Osos,93402,14859,35.279984,-120.824288
5108-ADXWO,San Francisco,94130,1458,37.820894,-122.369725
5110-CHOPY,Carlsbad,92009,43161,33.098018,-117.258203
5115-GZDEL,Chula Vista,91911,71126,32.607964,-117.059459
5115-SQAAU,Long Beach,90813,63136,33.781086,-118.199049
5117-IFGPS,Tahoe City,96145,4002,39.178337,-120.162806
5117-ZSMHQ,Pioneer,95666,5501,38.546999,-120.271114
5118-MUEYH,Grand Terrace,92313,11024,34.029175,-117.307211
5119-KEPFY,San Jose,95131,26389,37.387027,-121.897775
5119-NZPTV,Sacramento,95823,72199,38.475465,-121.443625
5120-ZBLAI,King City,93930,14477,36.220761,-120.980777
5122-CYFXA,Beverly Hills,90212,11355,34.062095,-118.401508
5124-EOGYE,Crestline,92325,10484,34.248061,-117.29028
5125-CNDSP,Big Creek,93605,273,37.17277,-119.2997
5126-RCXYW,Alhambra,91803,30635,34.074736,-118.145959
5127-BZENZ,Mcarthur,96056,1554,41.10831,-121.360362
5129-HHMZC,Van Nuys,91401,40376,34.178483,-118.431791
5129-JLPIS,Los Angeles,90016,46984,34.028331,-118.354338
5130-IEKQT,San Francisco,94109,56330,37.794487,-122.42227
5130-YPIRV,San Diego,92119,21866,32.802959,-117.027095
5131-PONJI,Upper Lake,95485,2344,39.220368,-122.907693
5133-POWUA,Somerset,95684,2958,38.606703,-120.586659
5133-VRSAB,Olema,94950,248,38.052209,-122.775567
5134-IKDAY,Twain,95984,73,40.022184,-121.062384
5135-GRQJV,Cantua Creek,93608,1766,36.488056,-120.407691
5135-RDDQL,Corning,96021,13840,39.913777,-122.289984
5136-GFPMB,Spring Valley,91978,7863,32.730264,-116.950963
5136-KCKGI,Templeton,93465,7918,35.536115,-120.739231
5136-RGMZO,Gardena,90247,47758,33.890853,-118.297967
5138-WVKYJ,San Diego,92129,47224,32.961064,-117.134917
5140-FOMCQ,Oakland,94602,28900,37.803883,-122.208417
5141-ZUVBH,Boron,93516,2241,34.95703,-117.73045
5143-EGQFK,San Diego,92126,74232,32.886925,-117.152162
5143-WMWOG,Stratford,93266,1729,36.175255,-119.813805
5144-PQCDZ,Fairfield,94533,77683,38.287136,-122.02711
5144-TVGLP,Los Angeles,90002,44586,33.949255,-118.246978
5146-CBVOE,San Francisco,94134,40137,37.721052,-122.413573
5146-YYFRZ,Hacienda Heights,91745,53686,33.998471,-117.973758
5148-HKFIR,Piru,93040,1459,34.432843,-118.730106
5148-ORICT,Olivehurst,95961,6439,39.082568,-121.55325
5149-CUZUJ,Helendale,92342,4948,34.757783,-117.33997
5149-QYTTU,Long Beach,90814,19034,33.771612,-118.143866
5149-TGWDZ,San Francisco,94118,38955,37.781304,-122.461522
5150-ITWWB,Hamilton City,95951,1931,39.732767,-122.042298
5150-LJNSR,Tustin,92782,17494,33.738543,-117.785046
5151-HQRDG,Placerville,95667,34146,38.733714,-120.795213
5153-LXKDT,Danville,94506,19777,37.791481,-121.903253
5153-RTHKF,Palm Springs,92264,18884,33.745746,-116.514215
5154-VEKBL,Bodfish,93205,1954,35.523991,-118.400432
5155-AZQPB,San Diego,92114,66838,32.707892,-117.05512
5156-UMKOW,San Simeon,93452,471,35.746484,-121.223355
5158-RIVOP,Fields Landing,95537,228,40.726949,-124.217378
5159-YFPKQ,Moreno Valley,92551,22983,33.88274,-117.224878
5160-UXJED,San Diego,92101,27505,32.72523,-117.171346
5161-UBZXI,Alamo,94507,15187,37.855717,-121.994813
5161-XEUVX,Lynwood,90262,69850,33.923573,-118.200669
5167-GBFRE,Oakland,94602,28900,37.803883,-122.208417
5167-ZFFMM,San Diego,92122,34902,32.85723,-117.209774
5168-MQQCA,Yucaipa,92399,41575,34.04597,-117.011825
5168-MSWXT,Essex,92332,115,34.9436,-115.287901
5170-PTRKA,Atherton,94027,6876,37.454924,-122.203168
5171-EPLKN,Rancho Cucamonga,91739,12937,34.133809,-117.523724
5172-MIGPM,Orange,92865,18058,33.828779,-117.848299
5172-RKOCB,Piercy,95587,200,39.955587,-123.681175
5173-WXOQV,Dos Palos,93620,9388,37.045728,-120.630682
5173-ZXXXL,Orange,92869,37916,33.792791,-117.789749
5174-ITUMV,San Jacinto,92583,21349,33.796568,-116.924723
5174-RNGBH,Live Oak,95953,8695,39.258746,-121.77697
5175-AOBHI,Hamilton City,95951,1931,39.732767,-122.042298
5175-WLYXL,Fallbrook,92028,42239,33.362575,-117.299644
5176-LDKUH,San Francisco,94114,30587,37.758085,-122.434801
5176-LMJXE,San Diego,92114,66838,32.707892,-117.05512
5176-OLSKT,Sloughhouse,95683,4731,38.470423,-121.114897
5177-RVZNU,Redding,96002,30338,40.527834,-122.318749
5178-LMXOP,Gardena,90248,9960,33.876482,-118.284077
5180-UCIIQ,Lucerne,95458,3002,39.141934,-122.770679
5181-OABFK,Rescue,95672,3815,38.724322,-120.991237
5183-KLYEM,El Cerrito,94530,23141,37.924838,-122.289145
5183-SNMJQ,Frazier Park,93225,4498,34.827662,-118.999073
5186-EJEGL,Escondido,92026,43436,33.21846,-117.116916
5186-PEIZU,San Francisco,94124,33177,37.731505,-122.384532
5186-SAMNZ,Marina,93933,21759,36.689582,-121.758398
5188-HGMLP,Middletown,95461,7789,38.787446,-122.58675
5192-EBGOV,Brea,92823,1408,33.924143,-117.79387
5193-QLVZB,Bieber,96009,595,41.083464,-121.107929
5195-KPUNQ,Lakehead,96051,1236,40.883853,-122.418258
5196-SGOAK,Caliente,93518,1022,35.358953,-118.527064
5196-WPYOW,Paso Robles,93446,35586,35.634222,-120.728341
5197-LQXXH,Taylorsville,95983,513,40.053684,-120.743116
5197-PYEPU,Edwards,93523,7685,34.966777,-117.961179
5197-YPYBZ,Laguna Niguel,92677,62103,33.529047,-117.701175
5198-EFNBM,Kingsburg,93631,14088,36.478239,-119.52137
5198-HQAEN,Fremont,94538,56126,37.505768,-121.962472
5199-FPUSP,Esparto,95627,2756,38.834469,-122.127193
5201-CBWYG,Salton City,92275,799,33.28156,-115.955541
5201-FRKKS,Winnetka,91306,43857,34.209532,-118.577563
5201-USSQZ,Monte Rio,95462,1537,38.471049,-123.015549
5202-IVJNU,Crockett,94525,3193,38.049292,-122.228415
5203-XEHAX,Macdoel,96058,816,41.769709,-121.92063
5204-HMGYF,La Crescenta,91214,29110,34.239636,-118.245259
5204-QZXPU,Glendale,91205,41390,34.13658,-118.245839
5206-HPJKM,Valencia,91354,17846,34.457005,-118.573726
5206-XZZQI,Orange,92867,40915,33.81859,-117.821288
5207-PLSTK,La Habra,90631,67354,33.940619,-117.9513
5208-FVQKB,Lakeshore,93634,52,37.290606,-119.216328
5208-HFSBT,Challenge,95925,262,39.461768,-121.195825
5213-TWWJU,Richmond,94804,39089,37.921034,-122.341798
5214-CHIWJ,Fresno,93728,16346,36.757345,-119.818274
5214-NLTIT,Five Points,93624,1852,36.397745,-120.119911
5215-LNLDJ,San Juan Bautista,95045,3402,36.810568,-121.503022
5216-WASFJ,Challenge,95925,262,39.461768,-121.195825
5219-YIPTK,Trinidad,95570,2369,41.162295,-124.027381
5220-AGAAX,Mendocino,95460,2229,39.305545,-123.743697
5222-IMUKT,Hornitos,95325,128,37.479926,-120.230424
5222-JCXZT,Sacramento,95864,23362,38.585826,-121.376263
5223-UZAVK,Thornton,95686,1472,38.157794,-121.520223
5226-NOZFC,Modesto,95358,30668,37.612612,-121.108568
5227-JSCFE,Scotts Valley,95066,14574,37.070177,-122.010077
5228-EXCET,San Diego,92126,74232,32.886925,-117.152162
5229-DTFYB,San Diego,92111,46828,32.805518,-117.169052
5229-PRWKT,Lompoc,93437,6165,34.757477,-120.550507
5231-FIQPA,Beverly Hills,90211,8321,34.063947,-118.383001
5232-NXPAY,Hilmar,95324,7177,37.394536,-120.890747
5233-AOZUF,Palm Springs,92262,24924,33.839989,-116.659215
5233-GEEAX,Lewiston,96052,1845,40.704293,-122.803899
5236-PERKL,Pearblossom,93553,1613,34.445239,-117.894868
5236-XMZJY,Los Angeles,90031,38415,34.085807,-118.206617
5240-CAOYT,Oak View,93022,6503,34.404544,-119.302118
5240-IJOQT,Grass Valley,95949,17922,39.099204,-121.137962
5242-UOWHD,Anaheim,92802,45086,33.807864,-117.923782
5243-SAOTC,Bonsall,92003,3849,33.290907,-117.202895
5244-IRFIH,San Diego,92129,47224,32.961064,-117.134917
5245-VDBUR,Los Alamitos,90720,21343,33.79499,-118.065591
5248-KWLAR,Niland,92257,2753,33.345825,-115.596574
5248-RPYWW,Turlock,95382,24708,37.529656,-120.854357
5248-YGIJN,Los Angeles,90031,38415,34.085807,-118.206617
5249-QYHEX,Rancho Mirage,92270,12465,33.763678,-116.429928
5256-SKJGO,Whittier,90603,19109,33.945318,-117.992066
5260-UMPWX,Yorkville,95494,335,38.888351,-123.239647
5261-QSHQM,Temecula,92592,46171,33.507255,-117.029473
5266-PFRQK,Orleans,95556,574,41.269521,-123.546958
5268-DSMNQ,Farmington,95230,596,37.956963,-120.863055
5269-NRGDP,Concord,94521,39888,37.971421,-121.971504
5271-DBYSJ,Berkeley,94708,10737,37.897743,-122.263124
5271-YNWVR,Santa Paula,93060,32511,34.402343,-119.094824
5274-XHAKY,Compton,90222,29825,33.912246,-118.236773
5275-PMFUT,Chualar,93925,1140,36.596271,-121.442274
5275-SQEIZ,Ojai,93023,21633,34.581308,-118.931948
5276-KQWHG,Woody,93287,88,35.710244,-118.881679
5277-ZLOOR,Applegate,95703,1526,38.983388,-120.988814
5278-PNYOX,San Jose,95126,27023,37.327069,-121.916819
5281-BUZGT,Weaverville,96093,3749,40.759401,-122.939337
5285-MVEHD,Sunnyvale,94087,50070,37.3511,-122.037311
5286-YHCVC,Laton,93242,2900,36.444232,-119.718285
5287-QWLKY,Big Pine,93513,1826,37.245505,-118.062943
5288-AHOUP,Palm Desert,92260,29340,33.694501,-116.412711
5293-WXJAK,San Jose,95135,15798,37.28682,-121.723877
5294-CDGWY,Long Beach,90802,38427,33.752524,-118.210737
5294-DMSFH,Torrance,90503,41979,33.840399,-118.353714
5294-IMHHT,Occidental,95465,1880,38.415003,-122.998726
5295-PCJOO,Long Beach,90805,91664,33.864622,-118.179626
5296-BFCYD,San Fernando,91340,33389,34.286131,-118.435969
5296-PSYVW,Oceanside,92054,98239,33.351059,-117.420557
5297-MDOIR,Monterey Park,91754,33280,34.050322,-118.147037
5298-GSTLM,Sacramento,95817,14966,38.550722,-121.457314
5299-RULOA,Whittier,90606,32148,33.976678,-118.065875
5299-SJCZT,Ladera Ranch,92694,350,33.569186,-117.640055
5301-GAUUY,Newport Beach,92661,4242,33.601309,-117.902304
5302-BDJNT,Sutter Creek,95685,4610,38.432145,-120.77069
5304-EFJLP,Los Molinos,96055,3756,40.059385,-122.091481
5306-BVTKJ,El Cajon,92020,55277,32.79697,-116.969082
5307-DZCVC,Sacramento,95835,854,38.685069,-121.543709
5307-UVGNB,Compton,90220,47305,33.88151,-118.234451
5309-TAIKL,Rio Linda,95673,14010,38.688764,-121.457596
5310-NOOVA,Redwood Valley,95470,5995,39.298065,-123.25211
5311-IHLEI,Sebastopol,95472,31266,38.398815,-122.861923
5312-IRCFR,Nice,95464,2223,39.12334,-122.838198
5312-TSZVC,Hyampom,96046,268,40.648024,-123.465088
5312-UXESG,Indio,92203,2743,33.752938,-116.230055
5313-FPXWG,Three Rivers,93271,2318,36.413433,-118.854708
5315-CKEQK,Castro Valley,94546,41698,37.708327,-122.083473
5317-FLPJF,Altadena,91001,36243,34.196837,-118.142236
5318-IXUZF,Redondo Beach,90277,34191,33.830453,-118.384565
5318-YKDPV,Raymond,93653,972,37.252057,-119.95783
5320-BRKGK,Escondido,92027,48690,33.141265,-116.967221
5321-NTRKC,Pebble Beach,93953,4602,36.587497,-121.944815
5322-TEUJK,Duncans Mills,95430,187,38.445603,-123.063756
5322-ZSMZY,Lower Lake,95457,2644,38.925545,-122.549083
5324-KTGCG,Emeryville,94608,24589,37.83726,-122.287648
5325-UWTWJ,Berkeley,94707,11889,37.897753,-122.279391
5327-CNLUQ,Paynes Creek,96075,433,40.343213,-121.815412
5327-XOKKY,Santa Maria,93458,43684,34.95934,-120.490081
5329-KRDTM,Long Barn,95335,683,38.109125,-120.078597
5331-RGMTT,Point Arena,95468,1352,38.911299,-123.609588
5334-AFQJB,Simi Valley,93065,64802,34.269449,-118.768471
5334-JLAXU,French Camp,95231,5094,37.873283,-121.292034
5336-UFNZP,Monterey Park,91755,26933,34.049172,-118.115022
5337-IIWKZ,Sultana,93666,306,36.545353,-119.338535
5338-YHWYT,San Diego,92115,56887,32.762506,-117.07245
5339-PXDVH,Clipper Mills,95930,282,39.562239,-121.14836
5339-TJFEK,Santa Rosa,95407,30876,38.394091,-122.739814
5343-SGUBI,Concord,94518,27394,37.950248,-122.022455
5345-BMKWB,San Francisco,94122,55504,37.760412,-122.484966
5346-BZCHP,Earp,92242,1564,34.137742,-114.36514
5348-CAGXB,Irvine,92614,22499,33.680302,-117.833296
5349-AZPEW,San Diego,92131,29283,32.89325,-117.087091
5349-IECLD,San Jose,95111,57748,37.284265,-121.827673
5351-QESIO,San Diego,92122,34902,32.85723,-117.209774
5353-WILCI,Stockton,95206,49657,37.902422,-121.440029
5356-CSVSQ,La Verne,91750,35530,34.144703,-117.770299
5356-KZCKT,Torrance,90503,41979,33.840399,-118.353714
5356-RHIPP,Dinuba,93618,24206,36.523619,-119.386868
5357-TZHPP,Wheatland,95692,3600,39.043387,-121.409837
5360-LJCNJ,Tracy,95376,69801,37.680968,-121.446049
5360-XGYAZ,Los Angeles,90040,9805,33.994524,-118.149953
5364-EVNIB,Orange,92868,23172,33.787796,-117.875928
5364-XYIRR,Los Angeles,90013,9732,34.044639,-118.240413
5365-LLFYV,Penryn,95663,2048,38.859093,-121.182872
5366-IJEQJ,San Diego,92109,46086,32.787836,-117.232376
5366-OBVMR,Los Angeles,90027,48727,34.127194,-118.295647
5370-IIVVL,Le Grand,95333,3256,37.249377,-120.249581
5371-VYLSX,Long Beach,90814,19034,33.771612,-118.143866
5372-FBKBN,San Jose,95111,57748,37.284265,-121.827673
5373-SFODM,San Lucas,93954,521,36.125529,-120.864443
5375-XLDOF,Calipatria,92233,7857,33.143826,-115.497485
5376-DEQCP,San Diego,92126,74232,32.886925,-117.152162
5376-PCKNB,Montclair,91763,34447,34.072121,-117.698319
5377-NDTOU,San Pedro,90732,21279,33.744119,-118.31448
5378-IKEEG,Eagleville,96110,132,41.280341,-120.150381
5380-AFSSK,Bella Vista,96008,899,40.722733,-122.109666
5380-WJKOV,Los Angeles,90041,27866,34.137412,-118.207607
5380-XPJNZ,San Francisco,94103,23036,37.773147,-122.411287
5382-SOYZL,Concord,94519,18650,37.990118,-122.012188
5382-TEMLV,Lindsay,93247,15508,36.205465,-119.085807
5383-MMTWC,Oakley,94561,27607,37.999406,-121.686241
5384-ZTTWP,Yuba City,95991,34967,39.02741,-121.614982
5385-SUIRI,Delhi,95315,10159,37.422961,-120.765493
5386-THSLQ,Santa Monica,90402,11509,34.035849,-118.503508
5387-ASZNZ,Cressey,95312,55,37.420273,-120.66527
5389-FFVKB,Thousand Oaks,91360,42526,34.214054,-118.88109
5392-AKEMH,Vista,92083,62036,33.17494,-117.242761
5393-HJZSM,San Francisco,94129,2240,37.797526,-122.464531
5393-RXQSZ,Taft,93268,14937,35.184837,-119.402525
5394-MEITZ,Corona Del Mar,92625,13422,33.600987,-117.862734
5394-SVGJV,Sacramento,95838,34894,38.646096,-121.442433
5396-IZEPB,Summerland,93067,576,34.420998,-119.60137
5397-NSKQG,Los Altos,94022,18486,37.349546,-122.134356
5397-TUPSH,Carson,90745,55486,33.822295,-118.26411
5399-ZIMKF,San Simeon,93452,471,35.746484,-121.223355
5402-HTOTQ,Macdoel,96058,816,41.769709,-121.92063
5404-GGUKR,Santa Ynez,93460,5710,34.630356,-120.032564
5405-ZMYXQ,Los Angeles,90019,67520,34.049841,-118.33846
5406-KGRMX,Helm,93627,152,36.520537,-120.118055
5414-OFQCB,Hanford,93230,53204,36.29223,-119.622676
5419-CONWX,Pleasant Grove,95668,901,38.833554,-121.498102
5419-JKZNQ,La Mesa,91941,44652,32.759327,-116.99726
5419-JPRRN,Rough And Ready,95975,1601,39.225634,-121.156163
5419-KLXBN,San Diego,92117,51213,32.825086,-117.199424
5423-BHIXO,Pasadena,91103,27891,34.167465,-118.165327
5424-RLQLC,Bonsall,92003,3849,33.290907,-117.202895
5429-LWCMV,Gardena,90248,9960,33.876482,-118.284077
5433-KYGHE,Avila Beach,93424,812,35.186644,-120.728305
5438-QMDDL,Campo Seco,95226,75,38.233879,-120.861666
5439-WIKXB,Newhall,91321,30742,34.370378,-118.504118
5440-FLBQG,Santa Barbara,93110,15757,34.437945,-119.77191
5440-VHLUL,Berkeley,94710,8157,37.872902,-122.303708
5442-BHQNG,Brooks,95606,382,38.809804,-122.241383
5442-BXVND,San Diego,92117,51213,32.825086,-117.199424
5442-PPTJY,Arcadia,91006,30028,34.137319,-118.029837
5442-UTCVD,Pittsburg,94565,78816,38.006047,-121.916834
5442-XSDCW,San Diego,92130,28201,32.957195,-117.202542
5443-SCMKX,Newbury Park,91320,37779,34.172071,-118.946262
5445-GLVOT,Greenbrae,94904,12010,37.946617,-122.563571
5445-PZWGX,Travis Afb,94535,9978,38.265899,-121.939461
5445-UTODQ,San Diego,92117,51213,32.825086,-117.199424
5446-DKWYW,San Francisco,94103,23036,37.773147,-122.411287
5447-VYTKW,Los Angeles,90064,24505,34.037251,-118.423573
5447-WZAFP,Carlsbad,92008,35582,33.148116,-117.306043
5448-VWNAM,Oroville,95966,28382,39.473896,-121.415927
5449-FIBXJ,San Jose,95127,60620,37.375156,-121.795867
5451-MHQOF,Los Angeles,90031,38415,34.085807,-118.206617
5451-YHYPW,San Francisco,94129,2240,37.797526,-122.464531
5453-AXEPF,San Jose,95134,9657,37.42765,-121.945416
5453-YBTWV,Moreno Valley,92557,46214,33.970661,-117.255039
5456-ITGIC,Loomis,95650,11191,38.809175,-121.171375
5457-COLHT,San Francisco,94124,33177,37.731505,-122.384532
5458-CQJTA,Smith River,95567,2020,41.950683,-124.097094
5461-QKNTN,Catheys Valley,95306,986,37.394411,-120.127262
5465-BUBFA,El Nido,95317,808,37.127386,-120.506422
5468-BPMMO,Santa Cruz,95064,4563,37.007882,-122.065975
5469-CTCWN,Arbuckle,95912,4796,38.982373,-122.047751
5469-NUJUR,Zenia,95595,259,40.170357,-123.417298
5472-CVMDX,Bolinas,94924,1573,37.943087,-122.72379
5473-KHBPS,Surfside,90743,174,33.728273,-118.085304
5474-LAMUQ,Los Angeles,90029,41713,34.089953,-118.294824
5478-JJVZK,Fair Oaks,95628,40750,38.652065,-121.25441
5480-HPRRX,Glendora,91740,25135,34.119363,-117.855059
5480-TBGPH,Sacramento,95842,31373,38.687367,-121.34848
5480-XTFFL,Mount Hermon,95041,77,37.051166,-122.056194
5481-NTDOH,Whittier,90603,19109,33.945318,-117.992066
5482-NUPNA,Imperial,92251,14546,32.858595,-115.662709
5482-PLVPE,Daly City,94014,47453,37.691561,-122.445202
5482-VXSXJ,Tehama,96090,405,40.021787,-122.127576
5485-ITNPC,Le Grand,95333,3256,37.249377,-120.249581
5485-WUYWF,Crockett,94525,3193,38.049292,-122.228415
5493-SDRDQ,Angels Camp,95222,4264,38.071327,-120.632221
5494-HECPR,Mi Wuk Village,95346,1278,38.121601,-120.133915
5494-WOZRZ,Mission Viejo,92692,46227,33.60693,-117.644253
5495-GPSRW,Joshua Tree,92252,8141,34.167236,-116.281511
5498-IBWPI,Guadalupe,93434,5726,34.936,-120.594655
5498-TXHLF,Whitmore,96096,843,40.637105,-121.906949
5499-ECUTN,Shafter,93263,15177,35.490705,-119.286833
5501-TVMGM,Canby,96015,417,41.486953,-120.913975
5502-RLUYV,Milpitas,95035,62848,37.441931,-121.878502
5504-WSIUR,Chula Vista,91914,2606,32.688506,-116.938632
5505-OVWQW,Sacramento,95815,25355,38.608405,-121.449942
5510-BOIUJ,Visalia,93277,44741,36.303793,-119.375646
